year,month,day,hour,DEWP,TEMP,PRES,Iws,Is,Ir,season,time_of_day,wind_NE,wind_NW,wind_SE,wind_cv,temp_dewp_gap,wind_pressure,precip_total,is_heating_season,cluster,air_quality,pm2.5
2014,4,12,3,-1,8.0,1017.0,0.89,0,0,1,0,1,0,0,0,9.0,905.13,0,0,5,Unhealthy_Sensitive,96.0
2014,4,1,11,5,20.0,1014.0,2.68,0,0,1,1,0,0,0,1,15.0,2717.52,0,0,4,Very_Unhealthy,168.0
2011,9,17,2,12,16.0,1018.0,1.78,0,0,3,0,0,0,0,1,4.0,1812.04,0,0,4,Good,24.0
2010,2,4,8,-17,-10.0,1028.0,8.04,0,0,0,1,0,1,0,0,7.0,8265.119999999999,0,1,2,Good,27.0
2010,7,28,7,24,27.0,1002.0,52.09,0,0,2,1,0,0,1,0,3.0,52194.18,0,0,1,Very_Unhealthy,198.0
2012,6,24,14,22,23.0,1002.0,0.89,0,0,2,2,0,0,0,1,1.0,891.78,0,0,4,Very_Unhealthy,168.0
2014,9,8,19,8,24.0,1008.0,10.73,0,0,3,3,0,0,1,0,16.0,10815.84,0,0,1,Good,12.0
2010,1,12,19,-23,-11.0,1032.0,52.09,0,0,0,3,0,1,0,0,12.0,53756.880000000005,0,1,3,Good,25.0
2013,8,11,14,25,32.0,1004.0,15.2,0,0,2,2,0,0,1,0,7.0,15260.8,0,0,1,Very_Unhealthy,167.0
2013,3,29,23,-7,4.0,1023.0,14.3,0,0,1,3,0,0,1,0,11.0,14628.9,0,1,2,Moderate,66.0
2013,6,20,18,19,28.0,1008.0,11.63,0,0,2,2,0,0,1,0,9.0,11723.04,0,0,1,Unhealthy,118.0
2013,7,13,13,22,30.0,1007.0,6.71,0,0,2,2,0,0,1,0,8.0,6756.97,0,0,1,Unhealthy_Sensitive,96.0
2010,10,27,11,-6,8.0,1031.0,2.67,0,0,3,1,0,0,0,1,14.0,2752.77,0,0,4,Moderate,73.0
2014,7,31,7,23,24.0,1008.0,3.58,0,0,2,1,0,0,1,0,1.0,3608.64,0,0,1,Very_Unhealthy,219.0
2011,7,22,13,24,28.0,1003.0,0.89,0,0,2,2,0,0,0,1,4.0,892.67,0,0,4,Very_Unhealthy,170.0
2013,11,14,23,-10,9.0,1019.0,1.79,0,0,3,3,0,1,0,0,19.0,1824.01,0,1,0,Unhealthy_Sensitive,78.0
2013,9,7,3,15,18.0,1016.0,2.23,0,0,3,0,0,0,0,1,3.0,2265.68,0,0,4,Unhealthy,142.0
2011,4,6,16,3,17.0,1013.0,39.34,0,0,1,2,0,0,1,0,14.0,39851.420000000006,0,0,1,Moderate,72.0
2010,8,12,15,21,33.0,999.0,1.79,0,0,2,2,0,0,1,0,12.0,1788.21,0,0,1,Unhealthy_Sensitive,105.0
2012,9,9,20,19,24.0,1015.0,17.44,0,0,3,3,0,0,1,0,5.0,17701.600000000002,0,0,1,Unhealthy_Sensitive,90.0
2012,6,30,11,21,29.0,1004.0,1.79,0,0,2,1,1,0,0,0,8.0,1797.16,0,0,5,Moderate,50.0
2013,7,31,14,19,32.0,999.0,9.84,0,0,2,2,0,0,1,0,13.0,9830.16,0,0,1,Moderate,54.0
2010,12,23,20,-24,-10.0,1038.0,1.34,0,0,0,3,0,0,0,1,14.0,1390.92,0,1,2,Moderate,46.0
2010,12,4,9,-8,-1.0,1013.0,3.13,0,0,0,1,0,1,0,0,7.0,3170.69,0,1,2,Unhealthy_Sensitive,100.0
2012,12,30,1,-21,-6.0,1029.0,19.22,0,0,0,0,0,1,0,0,15.0,19777.38,0,1,2,Good,11.0
2012,9,30,8,8,15.0,1020.0,14.31,0,0,3,1,0,1,0,0,7.0,14596.2,0,0,0,Good,12.0
2014,10,8,12,12,17.0,1019.0,1.79,0,0,3,1,1,0,0,0,5.0,1824.01,0,0,5,Hazardous,272.0
2010,2,6,9,-12,-6.0,1033.0,1.79,0,0,0,1,0,0,1,0,6.0,1849.07,0,1,2,Moderate,65.0
2012,11,19,2,-13,4.0,1024.0,52.09,0,0,3,0,0,1,0,0,17.0,53340.16,0,1,3,Good,9.0
2012,3,30,4,-12,8.0,1022.0,52.09,0,0,1,0,0,1,0,0,20.0,53235.98,0,1,3,Good,7.0
2011,8,5,0,23,24.0,1006.0,1.79,0,0,2,0,0,0,1,0,1.0,1800.74,0,0,1,Unhealthy,118.0
2010,1,11,18,-20,-7.0,1033.0,52.09,0,0,0,2,0,1,0,0,13.0,53808.97,0,1,3,Good,13.0
2012,7,25,12,24,28.0,1007.0,17.89,0,0,2,1,0,0,1,0,4.0,18015.23,0,0,1,Unhealthy,121.0
2011,3,21,14,-23,9.0,1026.0,52.09,0,0,1,2,0,1,0,0,32.0,53444.34,0,1,3,Moderate,72.0
2012,12,21,1,-5,-4.0,1027.0,0.89,0,0,0,0,0,1,0,0,1.0,914.03,0,1,2,Hazardous,283.5
2011,12,12,10,-10,4.0,1032.0,15.2,0,0,0,1,1,0,0,0,14.0,15686.4,0,1,5,Good,29.0
2010,1,9,20,-15,-7.0,1032.0,4.92,0,0,0,3,0,1,0,0,8.0,5077.44,0,1,2,Moderate,54.0
2011,2,7,15,-11,4.0,1012.0,12.96,0,0,0,2,0,0,1,0,15.0,13115.52,0,1,2,Unhealthy,138.0
2010,3,15,17,-11,4.0,1024.0,52.09,0,0,1,2,0,1,0,0,15.0,53340.16,0,1,3,Good,17.0
2013,5,6,8,15,20.0,1016.0,0.89,0,0,1,1,0,0,0,1,5.0,904.24,0,0,4,Hazardous,283.5
2013,2,23,17,-16,9.0,1025.0,3.58,0,0,0,2,0,0,1,0,25.0,3669.5,0,1,2,Very_Unhealthy,163.0
2011,12,2,7,-3,-2.0,1024.0,1.78,0,0,0,1,1,0,0,0,1.0,1822.72,0,1,5,Hazardous,283.5
2011,5,18,22,5,22.0,1005.0,46.47,0,0,1,3,0,1,0,0,17.0,46702.35,0,0,3,Good,23.0
2014,3,15,19,-8,16.0,1010.0,16.1,0,0,1,3,0,0,1,0,24.0,16261.000000000002,0,1,1,Unhealthy_Sensitive,101.0
2012,12,29,12,-19,-3.0,1032.0,52.09,0,0,0,1,0,1,0,0,16.0,53756.880000000005,0,1,3,Good,16.0
2010,10,17,1,0,10.0,1027.0,52.09,0,0,3,0,0,0,1,0,10.0,53496.43,0,0,3,Good,31.0
2014,10,16,13,-6,21.0,1020.0,16.99,0,0,3,2,0,0,1,0,27.0,17329.8,0,0,1,Good,27.0
2010,4,23,2,4,5.0,1021.0,0.89,0,0,1,0,0,0,0,1,1.0,908.69,0,0,4,Moderate,60.0
2014,10,29,11,4,14.0,1025.0,0.89,0,0,3,1,0,0,0,1,10.0,912.25,0,0,4,Unhealthy_Sensitive,106.0
2010,10,4,22,11,13.0,1017.0,0.89,0,0,3,3,0,0,1,0,2.0,905.13,0,0,1,Moderate,41.0
2012,11,22,20,-17,4.0,1030.0,52.09,0,0,3,3,0,1,0,0,21.0,53652.7,0,1,3,Good,11.0
2010,6,6,16,12,31.0,1009.0,21.9,0,0,2,2,0,0,1,0,19.0,22097.1,0,0,1,Moderate,72.0
2014,9,24,8,16,17.0,1017.0,4.92,0,0,3,1,0,1,0,0,1.0,5003.64,0,0,0,Good,17.0
2013,5,4,3,7,14.0,1017.0,39.78,0,0,1,0,0,0,1,0,7.0,40456.26,0,0,1,Moderate,74.0
2014,2,27,2,-14,4.0,1027.0,28.17,0,0,0,0,0,1,0,0,18.0,28930.59,0,1,3,Good,17.0
2010,5,18,9,12,16.0,1003.0,33.97,0,0,1,1,0,1,0,0,4.0,34071.91,0,0,0,Good,13.0
2010,11,24,17,-16,5.0,1026.0,52.09,0,0,3,2,0,1,0,0,21.0,53444.34,0,1,3,Good,16.0
2012,2,23,22,-14,-3.0,1025.0,21.9,0,0,0,3,0,0,1,0,11.0,22447.5,0,1,2,Moderate,70.0
2014,5,2,18,1,18.0,1017.0,52.09,0,0,1,2,0,1,0,0,17.0,52975.530000000006,0,0,3,Good,24.0
2010,8,27,14,14,29.0,1012.0,0.89,0,0,2,2,0,0,0,1,15.0,900.6800000000001,0,0,4,Good,31.0
2013,7,3,6,21,24.0,996.0,1.79,0,0,2,0,0,1,0,0,3.0,1782.84,0,0,0,Moderate,50.0
2014,12,2,19,-17,-5.0,1024.0,0.89,0,0,0,3,0,0,0,1,12.0,911.36,0,1,2,Unhealthy_Sensitive,108.0
2014,3,13,5,-15,-2.0,1025.0,1.78,0,0,1,0,0,0,0,1,13.0,1824.5,0,1,2,Good,15.0
2010,5,9,6,3,15.0,1007.0,27.72,0,0,1,0,0,1,0,0,12.0,27914.04,0,0,0,Unhealthy_Sensitive,100.0
2014,5,11,0,9,12.0,1016.0,1.79,0,0,1,0,1,0,0,0,3.0,1818.64,0,0,5,Moderate,42.0
2014,11,26,17,1,6.0,1016.0,2.68,0,0,3,2,0,0,1,0,5.0,2722.88,0,1,1,Hazardous,283.5
2011,7,2,0,23,24.0,1001.0,0.89,0,0,2,0,0,0,0,1,1.0,890.89,0,0,4,Unhealthy,133.0
2010,5,18,13,6,23.0,1000.0,52.09,0,0,1,2,0,1,0,0,17.0,52090.0,0,0,3,Moderate,72.0
2012,9,24,23,15,21.0,1018.0,9.84,0,0,3,3,0,0,1,0,6.0,10017.12,0,0,1,Moderate,47.0
2010,5,31,0,15,18.0,1013.0,8.94,0,0,1,0,0,0,1,0,3.0,9056.22,0,0,1,Unhealthy_Sensitive,77.0
2012,8,8,13,26,31.0,1005.0,0.89,0,0,2,2,1,0,0,0,5.0,894.45,0,0,5,Unhealthy_Sensitive,80.0
2014,9,19,22,17,18.0,1011.0,1.78,0,0,3,3,0,0,0,1,1.0,1799.58,0,0,4,Unhealthy,119.0
2012,4,5,17,-12,17.0,1013.0,52.09,0,0,1,2,0,1,0,0,29.0,52767.170000000006,0,0,3,Good,17.0
2013,7,13,19,22,29.0,1006.0,22.81,0,0,2,3,0,0,1,0,7.0,22946.86,0,0,1,Unhealthy_Sensitive,98.0
2011,7,14,0,22,25.0,1005.0,32.64,0,0,2,0,0,0,1,0,3.0,32803.2,0,0,1,Unhealthy_Sensitive,80.0
2010,9,10,16,9,30.0,1006.0,43.37,0,0,3,2,0,1,0,0,21.0,43630.22,0,0,0,Moderate,38.0
2014,5,10,21,1,19.0,1016.0,10.73,0,0,1,3,0,0,1,0,18.0,10901.68,0,0,1,Moderate,54.0
2011,6,3,2,10,24.0,1002.0,4.02,0,0,2,0,1,0,0,0,14.0,4028.04,0,0,5,Moderate,37.0
2012,6,12,1,12,17.0,995.0,1.79,0,0,2,0,1,0,0,0,5.0,1781.05,0,0,5,Moderate,75.0
2011,3,2,20,-15,3.0,1025.0,52.09,0,0,1,3,0,1,0,0,18.0,53392.25,0,1,3,Moderate,42.0
2010,10,20,16,7,10.0,1026.0,1.79,0,0,3,2,1,0,0,0,3.0,1836.54,0,0,5,Unhealthy_Sensitive,78.0
2012,4,9,22,8,18.0,1011.0,52.09,0,0,1,3,0,0,1,0,10.0,52662.990000000005,0,0,1,Unhealthy_Sensitive,79.0
2014,10,28,12,3,13.0,1027.0,4.46,0,0,3,1,0,0,0,1,10.0,4580.42,0,0,4,Unhealthy_Sensitive,90.0
2011,6,14,6,16,22.0,1004.0,3.58,0,0,2,0,0,0,1,0,6.0,3594.32,0,0,1,Unhealthy_Sensitive,94.0
2014,9,3,5,15,16.0,1011.0,4.92,0,0,3,0,0,1,0,0,1.0,4974.12,0,0,0,Good,7.0
2011,11,6,17,1,12.0,1026.0,2.67,0,0,3,2,0,0,0,1,11.0,2739.42,0,1,4,Moderate,46.0
2013,5,31,21,16,25.0,1003.0,0.89,0,0,1,3,0,0,0,1,9.0,892.67,0,0,4,Unhealthy_Sensitive,110.0
2013,5,16,0,9,17.0,1018.0,39.79,0,0,1,0,0,0,1,0,8.0,40506.22,0,0,1,Moderate,40.0
2013,12,9,18,-18,2.0,1022.0,1.79,0,0,0,2,1,0,0,0,20.0,1829.38,0,1,5,Good,12.0
2010,10,15,5,0,10.0,1019.0,52.09,0,0,3,0,0,1,0,0,10.0,53079.71000000001,0,0,3,Moderate,38.0
2012,6,3,10,20,22.0,1006.0,0.45,0,0,2,1,0,0,0,1,2.0,452.7,0,0,4,Very_Unhealthy,242.0
2012,7,25,7,24,25.0,1009.0,3.58,0,0,2,1,0,0,1,0,1.0,3612.22,0,0,1,Unhealthy_Sensitive,90.0
2012,2,24,8,-9,-3.0,1024.0,2.68,0,0,0,1,1,0,0,0,6.0,2744.32,0,1,2,Unhealthy_Sensitive,98.0
2011,11,3,14,5,15.0,1025.0,2.67,0,0,3,2,0,0,0,1,10.0,2736.75,0,1,4,Moderate,54.0
2013,4,23,12,8,14.0,1010.0,1.79,0,0,1,1,0,0,0,1,6.0,1807.9,0,0,4,Very_Unhealthy,229.0
2010,4,12,1,2,6.0,1014.0,0.9,0,0,1,0,0,0,0,1,4.0,912.6,0,0,4,Unhealthy_Sensitive,84.0
2013,5,4,15,2,25.0,1015.0,32.18,0,0,1,2,0,0,1,0,23.0,32662.7,0,0,1,Moderate,70.0
2013,7,4,23,18,23.0,997.0,0.45,0,0,2,3,0,0,0,1,5.0,448.65,0,0,4,Moderate,38.0
2013,5,17,13,13,22.0,1012.0,1.79,0,0,1,2,0,0,1,0,9.0,1811.48,0,0,1,Unhealthy,117.0
2011,6,16,22,17,22.0,1008.0,0.89,0,0,2,3,0,0,0,1,5.0,897.12,0,0,4,Unhealthy,117.0
2014,11,16,21,-7,8.0,1029.0,52.09,0,0,3,3,0,1,0,0,15.0,53600.61,0,1,3,Good,12.0
2011,2,23,22,-3,3.0,1015.0,14.31,0,0,0,3,0,1,0,0,6.0,14524.65,0,1,2,Hazardous,283.5
2013,5,1,14,-5,25.0,1013.0,1.79,0,0,1,2,0,0,0,1,30.0,1813.27,0,0,4,Good,34.0
2010,7,13,17,21,26.0,1009.0,15.65,0,0,2,2,0,1,0,0,5.0,15790.85,0,0,0,Unhealthy_Sensitive,110.0
2013,11,17,20,-19,5.0,1027.0,52.09,0,0,3,3,0,1,0,0,24.0,53496.43,0,1,3,Good,10.0
2012,8,4,6,22,23.0,1006.0,1.79,0,0,2,0,0,1,0,0,1.0,1800.74,0,0,0,Moderate,36.0
2014,4,28,17,0,25.0,1015.0,3.13,0,0,1,2,0,0,1,0,25.0,3176.95,0,0,1,Moderate,49.0
2014,9,8,10,8,27.0,1012.0,1.79,0,0,3,1,1,0,0,0,19.0,1811.48,0,0,5,Good,7.0
2013,2,20,6,-12,-9.0,1027.0,1.79,0,0,0,0,1,0,0,0,3.0,1838.33,0,1,2,Unhealthy_Sensitive,104.0
2013,3,30,9,-7,7.0,1024.0,3.13,0,0,1,1,0,0,1,0,14.0,3205.12,0,1,2,Unhealthy_Sensitive,93.0
2012,8,9,1,23,24.0,1006.0,0.89,0,0,2,0,0,0,0,1,1.0,895.34,0,0,4,Moderate,43.0
2013,10,29,3,3,5.0,1026.0,6.26,0,0,3,0,0,1,0,0,2.0,6422.76,0,0,0,Good,15.0
2014,2,13,5,-11,-3.0,1037.0,42.47,0,0,0,0,0,0,1,0,8.0,44041.39,0,1,2,Very_Unhealthy,160.0
2014,3,9,7,-8,-1.0,1027.0,0.89,0,0,1,1,0,0,0,1,7.0,914.03,0,1,2,Unhealthy,122.0
2012,9,19,3,12,14.0,1008.0,0.45,0,0,3,0,0,0,0,1,2.0,453.6,0,0,4,Moderate,62.0
2010,8,13,19,25,28.0,1000.0,19.22,0,0,2,3,0,0,1,0,3.0,19220.0,0,0,1,Unhealthy,144.0
2012,12,12,11,-4,-3.0,1030.0,35.33,0,0,0,1,0,0,1,0,1.0,36389.9,0,1,2,Very_Unhealthy,187.0
2014,4,26,8,8,13.0,1021.0,6.26,0,0,1,1,0,1,0,0,5.0,6391.46,0,0,0,Good,31.0
2014,3,25,10,-1,17.0,1012.0,0.89,0,0,1,1,0,0,0,1,18.0,900.6800000000001,0,1,4,Very_Unhealthy,239.0
2014,12,9,22,-7,-1.0,1030.0,0.89,0,0,0,3,1,0,0,0,6.0,916.7,0,1,5,Hazardous,283.5
2014,4,26,11,4,20.0,1021.0,3.13,0,0,1,1,0,1,0,0,16.0,3195.73,0,0,0,Moderate,61.0
2014,9,18,16,6,28.0,1017.0,8.05,0,0,3,2,0,0,1,0,22.0,8186.85,0,0,1,Good,34.0
2011,12,2,8,-2,-2.0,1024.0,2.67,0,0,0,1,1,0,0,0,0.0,2734.08,0,1,5,Hazardous,283.5
2014,4,21,3,3,11.0,1016.0,2.68,0,0,1,0,0,1,0,0,8.0,2722.88,0,0,0,Unhealthy_Sensitive,90.0
2013,10,14,18,-7,11.0,1029.0,0.89,0,0,3,2,0,0,0,1,18.0,915.81,0,0,4,Good,16.0
2011,9,6,9,16,23.0,1012.0,3.58,0,0,3,1,1,0,0,0,7.0,3622.96,0,0,5,Unhealthy,117.0
2013,9,5,4,15,17.0,1014.0,23.25,0,0,3,0,0,1,0,0,2.0,23575.5,0,0,0,Good,17.0
2010,8,17,0,18,26.0,1008.0,40.67,0,0,2,0,0,0,1,0,8.0,40995.36,0,0,1,Unhealthy_Sensitive,76.0
2012,3,21,9,1,3.0,1022.0,1.79,0,0,1,1,0,0,1,0,2.0,1829.38,0,1,2,Hazardous,252.0
2011,10,22,11,12,18.0,1018.0,4.92,0,0,3,1,0,1,0,0,6.0,5008.56,0,0,0,Hazardous,283.5
2010,1,23,10,-17,-1.0,1031.0,38.9,0,0,0,1,0,1,0,0,16.0,40105.9,0,1,3,Good,23.0
2012,2,24,17,-12,5.0,1022.0,1.79,0,0,0,2,0,1,0,0,17.0,1829.38,0,1,2,Unhealthy,142.0
2012,7,19,23,23,28.0,1004.0,5.81,0,0,2,3,0,0,1,0,5.0,5833.24,0,0,1,Unhealthy,146.0
2011,12,4,16,-3,-1.0,1028.0,5.37,0,0,0,2,0,0,1,0,2.0,5520.36,0,1,2,Hazardous,283.5
2011,2,2,20,-17,2.0,1022.0,52.09,0,0,0,3,0,1,0,0,19.0,53235.98,0,1,3,Moderate,44.0
2010,5,16,15,13,21.0,1013.0,52.09,0,0,1,2,0,0,1,0,8.0,52767.170000000006,0,0,1,Unhealthy_Sensitive,81.0
2013,7,7,7,21,24.0,1001.0,0.45,0,0,2,1,0,0,0,1,3.0,450.45,0,0,4,Moderate,51.0
2013,7,15,21,23,24.0,996.0,3.58,0,0,2,3,0,0,1,0,1.0,3565.6800000000003,0,0,1,Moderate,70.0
2013,4,5,9,7,9.0,1017.0,8.5,0,0,1,1,0,1,0,0,2.0,8644.5,0,0,0,Unhealthy_Sensitive,107.0
2011,4,14,14,-5,29.0,1001.0,39.79,0,0,1,2,0,1,0,0,34.0,39829.79,0,0,3,Good,21.0
2014,8,8,19,16,29.0,1007.0,37.56,0,0,2,3,0,0,1,0,13.0,37822.920000000006,0,0,1,Moderate,62.0
2010,5,4,22,16,19.0,1000.0,39.78,0,0,1,3,0,0,1,0,3.0,39780.0,0,0,1,Unhealthy,142.0
2013,3,25,23,-7,4.0,1018.0,22.36,0,0,1,3,0,0,1,0,11.0,22762.48,0,1,2,Unhealthy_Sensitive,97.0
2011,2,15,16,-8,1.0,1024.0,3.58,0,0,0,2,0,0,1,0,9.0,3665.92,0,1,2,Very_Unhealthy,216.0
2013,9,25,19,-2,20.0,1017.0,28.61,0,0,3,3,0,0,1,0,22.0,29096.37,0,0,1,Good,19.0
2013,12,30,22,-20,3.0,1014.0,3.13,0,0,0,3,0,0,1,0,23.0,3173.82,0,1,2,Moderate,72.0
2011,4,5,20,-4,15.0,1019.0,52.09,0,0,1,3,0,0,1,0,19.0,53079.71000000001,0,0,3,Very_Unhealthy,184.0
2011,5,25,12,9,28.0,1014.0,52.09,0,0,1,1,0,0,1,0,19.0,52819.26,0,0,1,Moderate,73.0
2012,12,19,17,-9,-5.0,1028.0,0.89,0,0,0,2,0,0,1,0,4.0,914.92,0,1,2,Very_Unhealthy,236.0
2010,2,13,18,-18,0.0,1026.0,15.19,0,0,0,2,0,0,1,0,18.0,15584.94,0,1,2,Unhealthy_Sensitive,100.0
2011,3,20,22,-6,3.0,1019.0,52.09,0,0,1,3,0,0,1,0,9.0,53079.71000000001,0,1,3,Moderate,72.0
2013,1,4,9,-20,-11.0,1035.0,34.89,0,0,0,1,0,1,0,0,9.0,36111.15,0,1,3,Moderate,41.0
2013,4,29,22,-14,24.0,1011.0,52.09,0,0,1,3,0,1,0,0,38.0,52662.990000000005,0,0,3,Good,32.0
2012,3,18,22,-3,3.0,1028.0,4.92,0,0,1,3,0,0,1,0,6.0,5057.76,0,1,2,Moderate,74.0
2014,2,1,1,-5,2.0,1018.0,0.45,0,0,0,0,0,0,0,1,7.0,458.1,0,1,2,Very_Unhealthy,181.0
2011,2,17,21,-8,3.0,1026.0,15.19,0,0,0,3,0,0,1,0,11.0,15584.94,0,1,2,Hazardous,283.5
2010,8,10,21,22,26.0,1006.0,28.17,0,0,2,3,0,0,1,0,4.0,28339.02,0,0,1,Very_Unhealthy,175.0
2010,5,11,19,3,21.0,1014.0,1.79,0,0,1,3,1,0,0,0,18.0,1815.06,0,0,5,Good,19.0
2012,11,1,6,-1,0.0,1020.0,1.79,0,0,3,0,0,1,0,0,1.0,1825.8,0,1,0,Moderate,49.0
2012,9,22,22,15,21.0,1012.0,6.26,0,0,3,3,0,0,1,0,6.0,6335.12,0,0,1,Unhealthy,127.0
2011,1,6,19,-18,-3.0,1037.0,52.09,0,0,0,3,0,1,0,0,15.0,54017.33,0,1,3,Good,22.0
2013,2,26,6,-7,-7.0,1021.0,36.22,0,0,0,0,0,1,0,0,0.0,36980.62,0,1,3,Very_Unhealthy,155.0
2010,1,25,0,-25,-5.0,1031.0,52.09,0,0,0,0,0,1,0,0,20.0,53704.79,0,1,3,Moderate,72.0
2014,12,2,14,-22,0.0,1025.0,6.26,0,0,0,2,0,0,0,1,22.0,6416.5,0,1,2,Moderate,66.0
2012,9,28,16,-9,23.0,1016.0,52.09,0,0,3,2,0,1,0,0,32.0,52923.44,0,0,3,Good,1.0
2011,1,2,4,-18,-8.0,1037.0,4.02,0,0,0,0,1,0,0,0,10.0,4168.74,0,1,2,Good,18.0
2012,12,18,15,-17,-3.0,1033.0,1.79,0,0,0,2,0,0,1,0,14.0,1849.07,0,1,2,Good,25.0
2014,12,3,23,-21,-2.0,1029.0,52.09,0,0,0,3,0,1,0,0,19.0,53600.61,0,1,3,Good,8.0
2011,11,14,9,-6,4.0,1027.0,3.58,0,0,3,1,0,1,0,0,10.0,3676.66,0,1,0,Unhealthy_Sensitive,84.0
2010,9,14,17,15,31.0,1012.0,12.52,0,0,3,2,0,0,1,0,16.0,12670.24,0,0,1,Very_Unhealthy,166.0
2011,6,27,3,16,21.0,998.0,1.79,0,0,2,0,0,0,1,0,5.0,1786.42,0,0,1,Moderate,47.0
2011,9,19,12,4,22.0,1024.0,38.0,0,0,3,1,0,1,0,0,18.0,38912.0,0,0,0,Good,12.0
2012,11,30,16,-24,-1.0,1032.0,52.09,0,0,3,2,1,0,0,0,23.0,53756.880000000005,0,1,3,Good,16.0
2013,8,31,9,9,24.0,1013.0,4.02,0,0,2,1,1,0,0,0,15.0,4072.26,0,0,5,Good,27.0
2010,2,8,13,-5,2.0,1017.0,1.79,0,0,0,2,0,1,0,0,7.0,1820.43,0,1,2,Very_Unhealthy,170.0
2012,12,30,20,-19,-7.0,1024.0,52.09,0,0,0,3,0,1,0,0,12.0,53340.16,0,1,3,Good,19.0
2014,3,25,20,4,16.0,1009.0,16.08,0,0,1,3,0,0,1,0,12.0,16224.719999999998,0,1,1,Very_Unhealthy,152.0
2011,10,12,2,13,14.0,1020.0,1.78,0,0,3,0,1,0,0,0,1.0,1815.6,0,0,5,Very_Unhealthy,221.0
2012,1,14,13,-16,5.0,1025.0,3.13,0,0,0,2,0,1,0,0,21.0,3208.25,0,1,2,Moderate,72.0
2010,4,27,20,-10,10.0,1010.0,52.09,0,0,1,3,0,1,0,0,20.0,52610.9,0,0,3,Good,15.0
2014,3,6,13,-30,6.0,1030.0,3.13,0,0,1,2,0,0,0,1,36.0,3223.9,0,1,2,Good,15.0
2012,6,16,8,13,26.0,1006.0,0.89,0,0,2,1,0,0,0,1,13.0,895.34,0,0,4,Good,16.0
2012,10,28,13,-5,15.0,1026.0,3.13,0,0,3,2,0,0,1,0,20.0,3211.38,0,0,1,Good,16.0
2011,10,26,17,5,10.0,1023.0,0.89,0,0,3,2,1,0,0,0,5.0,910.47,0,0,5,Moderate,72.0
2014,2,26,20,2,8.0,1023.0,19.67,0,0,0,3,0,1,0,0,6.0,20122.410000000003,0,1,2,Unhealthy_Sensitive,82.0
2011,11,27,5,-4,-1.0,1021.0,6.71,0,0,3,0,0,1,0,0,3.0,6850.91,0,1,0,Very_Unhealthy,237.0
2014,12,4,13,-24,1.0,1026.0,46.49,0,0,0,2,0,1,0,0,25.0,47698.740000000005,0,1,3,Good,11.0
2011,6,17,10,18,25.0,1009.0,2.67,0,0,2,1,0,0,0,1,7.0,2694.03,0,0,4,Unhealthy_Sensitive,87.0
2014,9,17,10,11,19.0,1021.0,1.79,0,0,3,1,1,0,0,0,8.0,1827.59,0,0,5,Good,19.0
2011,2,25,18,-12,5.0,1030.0,17.89,0,0,0,2,0,0,1,0,17.0,18426.7,0,1,2,Moderate,44.0
2013,9,20,12,8,28.0,1016.0,4.02,0,0,3,1,1,0,0,0,20.0,4084.32,0,0,5,Good,7.0
2014,3,3,13,-7,3.0,1021.0,1.79,0,0,1,2,0,0,1,0,10.0,1827.59,0,1,2,Hazardous,283.5
2011,5,19,23,6,19.0,1010.0,41.56,0,0,1,3,0,0,1,0,13.0,41975.600000000006,0,0,1,Good,27.0
2014,9,8,0,19,21.0,1009.0,8.94,0,0,3,0,0,1,0,0,2.0,9020.46,0,0,0,Unhealthy_Sensitive,104.0
2011,8,8,18,24,32.0,998.0,8.05,0,0,2,2,0,0,1,0,8.0,8033.900000000001,0,0,1,Unhealthy_Sensitive,92.0
2010,6,28,20,20,28.0,1002.0,31.73,0,0,2,3,0,0,1,0,8.0,31793.46,0,0,1,Very_Unhealthy,184.0
2010,8,28,4,17,19.0,1011.0,3.58,0,0,2,0,0,1,0,0,2.0,3619.38,0,0,0,Moderate,69.0
2014,2,12,0,-13,-8.0,1029.0,0.89,0,0,0,0,1,0,0,0,5.0,915.81,0,1,2,Very_Unhealthy,220.0
2012,3,4,9,-6,0.0,1025.0,1.78,0,0,1,1,1,0,0,0,6.0,1824.5,0,1,5,Unhealthy_Sensitive,114.0
2011,4,23,8,7,11.0,1014.0,1.79,0,0,1,1,0,1,0,0,4.0,1815.06,0,0,0,Moderate,72.0
2014,7,31,20,22,28.0,1005.0,36.67,0,0,2,3,0,0,1,0,6.0,36853.35,0,0,1,Unhealthy,135.0
2013,11,3,14,-9,19.0,1024.0,52.09,0,0,3,2,0,1,0,0,28.0,53340.16,0,1,3,Good,10.0
2014,7,16,15,22,30.0,1002.0,3.13,0,0,2,2,0,0,1,0,8.0,3136.26,0,0,1,Unhealthy,146.0
2010,4,10,21,-5,10.0,1018.0,46.04,0,0,1,3,0,0,1,0,15.0,46868.72,0,0,1,Moderate,58.0
2011,3,28,8,-9,8.0,1029.0,8.5,0,0,1,1,0,1,0,0,17.0,8746.5,0,1,2,Moderate,58.0
2011,3,22,18,-19,10.0,1024.0,52.09,0,0,1,2,0,1,0,0,29.0,53340.16,0,1,3,Good,12.0
2013,10,27,1,1,5.0,1019.0,0.89,0,0,3,0,1,0,0,0,4.0,906.91,0,0,5,Very_Unhealthy,165.0
2011,1,11,6,-20,-5.0,1022.0,13.86,0,0,0,0,0,1,0,0,15.0,14164.92,0,1,2,Good,18.0
